Name,Course,Department,Age,City,Hobby,Allowance,Salary of Parents
Joe Gamble,Mechanical Engineering,Law,19,Chicago,Gaming,4661.0,149485.0
Chad Elliott,Physics,Engineering,20,Chicago,Traveling,1973.0,124829.0
Justin Hart,Electrical Engineering,Science,23,Boston,Cooking,3478.333333333333,94521.2
Michael Brown,Philosophy,Engineering,23,Los Angeles,Sports,1386.0,74316.0
Robert Johnson,Philosophy,Science,24,Los Angeles,Sports,1589.5,60805.0
Cindy Davis,Chemistry,Science,24,Boston,Sports,1793.0,47294.0
Dr. Jamie Kramer MD,Chemistry,Law,24,Houston,Reading,4606.0,81163.0
Angela Mccarthy,Computer Science,Law,18,Chicago,Reading,2237.333333333333,148562.0
Christopher Williams,Mechanical Engineering,Science,22,New York,Cooking,2988.6666666666665,64086.0
Lisa Gutierrez,Information Technology,Arts,24,Chicago,Gaming,2904.0,59400.0
Sherry Kirk,Mechanical Engineering,Arts,19,Houston,Traveling,4202.0,49186.0
Mary Jones,Computer Science,Business,21,Houston,Gaming,3108.0,92036.0
Ryan Glenn,Business Administration,Business,20,Remote,Gaming,3467.5,105334.5
Edward Morgan,Architecture,Health,25,Los Angeles,Sports,4788.0,55347.0
Traci Perry,Physics,Law,19,Houston,Sports,3107.0,102052.4
Kerry Williams,Chemistry,Arts,22,Boston,Gaming,3587.0,103047.8
Austin Callahan,Philosophy,Business,25,New York,Traveling,2315.5,105038.6
Samantha Austin,Chemistry,Health,21,Chicago,Reading,1679.75,106034.0
Tony Armstrong,Information Technology,Business,20,Houston,Music,1855.6666666666663,143727.0
Lauren Hinton,Computer Science,Engineering,23,Chicago,Sports,2064.0,134874.75
Jennifer Guzman,Law,Science,25,Los Angeles,Traveling,2785.5,71076.0
Laura Boyd,Computer Science,Health,24,Houston,Traveling,3266.5,60029.0
Douglas Owens,Mechanical Engineering,Business,23,Remote,Traveling,3747.5,121662.5
James Miller,Nursing,Law,20,San Francisco,Cooking,3510.5,101069.5
Kelly Harris,Mechanical Engineering,Health,19,Houston,Cooking,3033.0,92774.0
Joel Gonzalez,Biology,Business,24,San Francisco,Traveling,2285.0,120549.0
Andrew Welch,Information Technology,Engineering,20,Chicago,Reading,1628.0,108515.0
Kenneth Carlson,Electrical Engineering,Law,24,Remote,Cooking,2707.5,54440.0
Jane Johnson,Business Administration,Science,24,Los Angeles,Sports,1480.0,75448.5
Richard Simmons,Architecture,Arts,18,Los Angeles,Music,1001.0,63552.25
Melissa Wilson,Architecture,Engineering,20,Boston,Reading,4267.0,51656.0
Sarah Frazier,Mechanical Engineering,Business,21,Houston,Sports,4161.0,46528.0
William Brown,Mathematics,Law,18,New York,Cooking,4055.0,41400.0
Jennifer Stewart,Biology,Engineering,24,New York,Music,3949.0,36272.0
Melissa Golden,Business Administration,Law,20,Chicago,Music,3843.0,31144.0
Carl Daniels,Philosophy,Health,23,Houston,Gaming,2198.0,51649.0
Stacy Jensen,Philosophy,Engineering,21,Chicago,Reading,1471.0,30815.0
Katherine Martin,Electrical Engineering,Engineering,22,Houston,Reading,2012.0,68703.0
Mr. Robert Keller,Information Technology,Business,25,Remote,Traveling,3575.0,89758.0
David Erickson,Mechanical Engineering,Engineering,21,Chicago,Traveling,3106.2,56092.0
Sarah Brooks,Information Technology,Arts,21,Los Angeles,Traveling,2114.0,96282.0
Stacey Short,Computer Science,Arts,19,Los Angeles,Traveling,1075.0,90675.2
James Ortiz Jr.,Physics,Law,18,Remote,Reading,1535.8,141095.0
Jason Villa,Mathematics,Law,18,Remote,Sports,1720.6,88687.0
Lawrence Rodriguez,Architecture,Business,20,San Francisco,Music,1905.4,105621.0
Christine Jones,Philosophy,Business,22,Los Angeles,Music,2090.2,122555.0
Stephanie Cardenas,Nursing,Law,21,Houston,Music,2275.0,139489.0
Susan Martinez,Electrical Engineering,Health,19,Boston,Reading,1884.0,107202.5
Linda Snow,Electrical Engineering,Arts,24,San Francisco,Sports,2272.0,77245.0
Matthew Torres,Physics,Business,18,Remote,Music,2466.0,79574.0
Courtney Woodard,Biology,Business,20,San Francisco,Traveling,2383.333333333333,81903.0
Thomas White,Chemistry,Law,20,San Francisco,Sports,2135.333333333333,80563.0
Kenneth Johnson,Physics,Law,18,Boston,Gaming,2052.6666666666665,113391.0
Gabriel Jackson,Electrical Engineering,Health,24,Houston,Gaming,1970.0,146219.0
Jennifer Shepard,Business Administration,Arts,18,Chicago,Sports,3429.0,108497.33333333334
Tom Vasquez,Computer Science,Engineering,25,Boston,Sports,3426.333333333333,70775.66666666667
James Fowler,Computer Science,Arts,23,Houston,Sports,3423.6666666666665,33054.0
Johnny White,Mechanical Engineering,Engineering,23,Remote,Music,3421.0,119255.0
Lisa Sampson,Mathematics,Engineering,24,Chicago,Music,3530.0,109416.25
Brenda Cardenas,Physics,Science,24,New York,Gaming,3639.0,99577.5
Christopher Beck,Physics,Arts,22,New York,Traveling,1399.0,134484.0
Samantha Reeves,Law,Business,18,Los Angeles,Sports,1923.5,112484.0
Kathryn Craig,Psychology,Science,18,Los Angeles,Sports,2185.75,101484.0
Jacqueline Carter,Electrical Engineering,Business,21,Houston,Cooking,2448.0,109770.66666666669
Taylor Cole,Computer Science,Arts,21,Chicago,Cooking,4188.0,126344.0
Noah Perez,Architecture,Business,21,San Francisco,Music,2085.0,117760.8
Russell Garcia,Mathematics,Arts,23,Los Angeles,Sports,4053.0,109177.6
Jose Howell,Chemistry,Arts,25,San Francisco,Gaming,2890.5,100594.4
Jennifer Dougherty,Business Administration,Business,22,Los Angeles,Cooking,3085.5,83428.0
Charles Barr,Physics,Arts,24,Chicago,Sports,1135.0,62792.0
Gabriel Obrien,Mathematics,Business,25,Boston,Music,3224.5,76210.4
Amber Kline,Law,Law,20,Los Angeles,Gaming,3733.0,78772.8
Anna Thompson,Mathematics,Engineering,25,Los Angeles,Cooking,1359.0,81335.2
Timothy Boyd,Philosophy,Engineering,18,Chicago,Sports,4030.0,83897.6
Emily Welch,Law,Science,23,San Francisco,Music,2375.5,75875.0
Rachel Monroe,Nursing,Business,20,Boston,Cooking,2435.0,33913.0
Rebecca Sparks,Mathematics,Science,18,Remote,Traveling,2675.0,115289.0
Patricia Castaneda,Mechanical Engineering,Law,25,San Francisco,Traveling,2915.0,88222.5
Diane King,Architecture,Health,18,Remote,Music,3155.0,61156.0
Crystal Burnett,Business Administration,Science,22,Remote,Traveling,2698.0,81715.66666666667
Bonnie Avila,Architecture,Science,23,Remote,Reading,2922.0,117155.0
Erika Morris,Biology,Law,23,Remote,Sports,4458.0,89814.0
Kathy Hunt,Nursing,Arts,18,Los Angeles,Sports,4200.666666666667,76143.5
Dr. David Levy,Biology,Health,24,Houston,Gaming,3943.3333333333335,62473.0
Jennifer Gonzales,Mechanical Engineering,Science,21,Chicago,Cooking,3913.0,101873.5
Emily Smith,Business Administration,Science,21,Chicago,Gaming,3629.5,108711.0
Anthony Wright,Business Administration,Science,22,Houston,Cooking,2983.0,61257.0
Laura Fisher,Nursing,Health,22,Houston,Music,2245.6,50937.5
Timothy Russell,Electrical Engineering,Science,22,Chicago,Gaming,2626.8,31961.0
Tammy Rojas,Computer Science,Business,21,Los Angeles,Traveling,3008.0,37053.333333333336
Rebecca Robinson,Mechanical Engineering,Engineering,23,Boston,Sports,4616.75,47238.0
Patrick Chavez,Biology,Arts,21,Boston,Music,4234.5,105230.0
Andrea Mcgee,Mechanical Engineering,Health,21,San Francisco,Sports,3852.25,118583.0
Daniel Perkins,Nursing,Law,22,Los Angeles,Gaming,3470.0,66944.0
Earl Singleton,Architecture,Engineering,25,Remote,Music,3039.0,47329.25
Alicia Miller,Philosophy,Business,18,New York,Music,1826.0,40791.0
Brian Santos,Mechanical Engineering,Health,18,New York,Traveling,1593.0,51925.0
Brandon Hendricks,Nursing,Law,23,Los Angeles,Gaming,2612.5,44461.0
Judy White,Mechanical Engineering,Arts,21,Boston,Sports,3865.0,40729.0
Kathleen Hamilton,Information Technology,Science,20,Los Angeles,Sports,4236.333333333333,73662.0
John Gutierrez,Philosophy,Engineering,20,San Francisco,Gaming,4607.666666666667,79573.0
Thomas Landry,Philosophy,Engineering,25,New York,Reading,3917.0,131230.0
Tara Burton,Nursing,Science,22,Houston,Gaming,3759.75,124569.2
Allen Morris,Biology,Business,19,Houston,Sports,3602.5,117908.4
Debra Adkins,Physics,Health,23,New York,Gaming,3445.25,111247.6
Robert Edwards,Business Administration,Engineering,22,Boston,Sports,1970.0,97926.0
Daryl Drake,Mechanical Engineering,Law,22,San Francisco,Reading,2126.0,60623.0
Don Shepard,Psychology,Law,23,Chicago,Reading,2023.5,111137.0
Raymond Rogers,Philosophy,Health,18,Remote,Music,1921.0,121141.0
Lisa Perez,Mathematics,Health,19,Los Angeles,Reading,2856.0,125873.0
James Frank,Chemistry,Engineering,20,Boston,Sports,3791.0,46050.0
Caleb Reid,Business Administration,Law,19,Houston,Reading,4726.0,41067.0
Brianna Dixon,Architecture,Science,18,New York,Music,4677.0,55120.0
Jade Weeks,Biology,Business,18,Chicago,Reading,4083.6,141034.0
Jeremy Jones,Mechanical Engineering,Engineering,25,Houston,Gaming,3490.2,76072.0
Lisa Wallace,Mathematics,Arts,20,Chicago,Traveling,2303.4,111723.0
Robert Johnson,Physics,Science,18,Chicago,Reading,1710.0,62933.0
Johnny Edwards,Computer Science,Business,20,Houston,Reading,1739.0,135135.0
Jerry Williams,Philosophy,Science,20,Remote,Music,1583.0,133141.0
Michael Blake,Business Administration,Law,19,Houston,Sports,2521.0,121264.0
Nicole Evans,Chemistry,Arts,20,Boston,Reading,3371.666666666667,138365.0
Tina Henry,Business Administration,Science,18,Los Angeles,Music,4264.0,74007.0
Rachel Tapia,Biology,Engineering,18,San Francisco,Sports,3707.6666666666665,99531.0
Preston Payne,Mathematics,Science,19,Houston,Traveling,3151.333333333333,125055.0
Brandon Scott,Mathematics,Health,23,New York,Traveling,2595.0,124500.0
Andre Pierce,Mathematics,Science,20,Chicago,Traveling,2444.0,123416.5
Melissa Mendoza,Mathematics,Business,24,Los Angeles,Music,2293.0,122333.0
Nicole Baker,Chemistry,Health,20,Los Angeles,Cooking,2142.0,93076.66666666669
Karen May,Biology,Arts,18,Remote,Cooking,2151.333333333333,34564.0
Daniel Kramer,Mechanical Engineering,Arts,25,Boston,Traveling,2472.0,56748.0
Karen Gomez,Information Technology,Health,21,Los Angeles,Reading,2088.0,67840.0
Susan Lopez,Mathematics,Law,22,Remote,Sports,1751.0,72549.0
Peter Cummings,Nursing,Engineering,18,San Francisco,Gaming,1325.0,112044.33333333334
Kristie Macdonald,Architecture,Science,18,New York,Gaming,3295.25,57198.0
Donald Robertson,Chemistry,Business,21,Remote,Sports,2390.0,103965.0
Jennifer Bell,Mathematics,Science,22,Los Angeles,Sports,4029.6666666666665,58207.0
Richard Leon,Electrical Engineering,Engineering,21,San Francisco,Gaming,3688.0,63603.0
Edward Smith,Electrical Engineering,Law,19,Chicago,Sports,3346.333333333333,141698.0
Jennifer Perez,Philosophy,Health,20,Remote,Reading,3004.6666666666665,115321.66666666669
Dakota Powers,Law,Engineering,20,San Francisco,Music,2663.0,88945.33333333334
Lindsay Gray,Business Administration,Business,19,Houston,Sports,2981.8,62569.0
Jonathan Obrien,Psychology,Law,19,Los Angeles,Reading,3619.4,48974.0
Dennis Finley,Mechanical Engineering,Arts,18,Los Angeles,Cooking,3938.2,87801.0
Madison Wells,Physics,Health,24,Los Angeles,Gaming,3498.0,99779.6
David Clark,Electrical Engineering,Law,18,Remote,Traveling,2374.0,86323.2
Claudia Santana,Nursing,Law,18,Boston,Cooking,2171.6666666666665,45954.0
Fernando Smith,Physics,Law,24,Houston,Sports,2155.0,94379.0
Eric Rice,Mathematics,Science,21,Houston,Gaming,2180.75,73051.33333333333
Steven Simpson,Electrical Engineering,Arts,22,Remote,Gaming,2206.5,51723.66666666666
Elizabeth Mills,Computer Science,Engineering,19,Los Angeles,Sports,2232.25,30396.0
Mary Hogan,Biology,Business,24,Remote,Music,2258.0,59653.5
Douglas Chase,Architecture,Arts,20,Los Angeles,Traveling,3505.5,88911.0
Ryan Morris,Electrical Engineering,Business,24,Los Angeles,Traveling,4753.0,118168.5
Bradley Mccormick,Architecture,Health,23,Houston,Sports,2213.0,147426.0
Clinton Williams,Biology,Arts,18,San Francisco,Music,4534.0,97297.5
Jacob Love,Mechanical Engineering,Science,18,Houston,Traveling,2378.0,132635.57142857142
Amber Morris,Psychology,Science,21,San Francisco,Traveling,2373.0,105364.71428571428
Michael Anderson,Computer Science,Arts,24,Houston,Traveling,1080.0,78093.85714285714
Michael Williams,Business Administration,Science,22,San Francisco,Gaming,3232.0,64458.42857142858
Tyler Howell,Physics,Engineering,18,New York,Traveling,1394.0,50823.0
Mr. Manuel Lewis DDS,Law,Business,20,Houston,Reading,1755.0,62377.5
Tara Perez,Biology,Engineering,19,Boston,Music,2116.0,73932.0
James Miranda,Business Administration,Health,20,Houston,Sports,2201.8,123118.0
Connie Watts,Physics,Law,21,San Francisco,Traveling,2287.6,80078.5
Keith Hines,Mathematics,Science,25,San Francisco,Cooking,2373.4,37039.0
Timothy Fisher,Physics,Business,25,San Francisco,Sports,2459.2,82843.0
Jenna King,Psychology,Business,23,Houston,Traveling,2601.428571428572,74722.75
Tracy Hancock,Architecture,Science,24,Houston,Cooking,2714.285714285714,65528.25
Steven Glover,Psychology,Arts,18,Chicago,Sports,3339.0,42542.0
Kelly Johnson,Mathematics,Health,23,Los Angeles,Traveling,1292.0,147608.0
Jesse Santos,Business Administration,Science,23,New York,Reading,2034.0,148111.0
Taylor Reed,Architecture,Arts,20,Houston,Sports,1164.0,143545.0
Michelle Payne,Mathematics,Health,20,Remote,Sports,1263.0,39380.0
Charles Keller,Mathematics,Health,18,Remote,Gaming,1362.0,39313.333333333336
Richard Jackson,Law,Business,18,San Francisco,Music,1410.25,39246.66666666666
Donald Johnson,Architecture,Health,25,Houston,Traveling,3277.0,117589.66666666669
Charles Hickman,Information Technology,Business,25,San Francisco,Sports,2168.5,104545.0
Caitlin Martinez,Psychology,Engineering,19,Boston,Cooking,1060.0,91981.0
Ryan Moreno,Psychology,Engineering,23,San Francisco,Music,2661.0,79417.0
Jesus Rice,Physics,Science,18,Chicago,Music,1822.0,102378.5
Lisa Gamble,Nursing,Business,20,Remote,Traveling,2125.0,125340.0
Robert Gonzalez,Philosophy,Engineering,25,Remote,Traveling,2186.0,49858.0
Morgan Weber,Computer Science,Health,23,Houston,Sports,2768.0,96612.0
Blake Thompson,Mechanical Engineering,Engineering,25,Remote,Gaming,2872.0,115815.0
Grace Henry,Computer Science,Arts,23,Houston,Reading,1256.0,146238.0
Michael White,Mathematics,Engineering,20,New York,Cooking,3567.0,62404.0
Mr. Andrew Webb,Business Administration,Engineering,23,New York,Reading,2574.0,136869.0
Scott Strong,Chemistry,Science,22,Houston,Music,2287.0,145084.0
Thomas Curtis,Physics,Health,25,Los Angeles,Traveling,2151.0,144891.5
Thomas Guzman,Physics,Health,20,Los Angeles,Reading,3282.0,122037.66666666669
Tyler Williams,Philosophy,Science,21,New York,Gaming,1733.0,111092.0
Charles Davenport,Electrical Engineering,Business,18,Boston,Music,4054.0,106368.2
Raymond Mooney,Biology,Health,19,Houston,Sports,2211.0,101644.4
Susan Pugh,Mechanical Engineering,Law,25,Los Angeles,Sports,1673.0,96920.6
Abigail Stokes,Electrical Engineering,Engineering,24,Houston,Cooking,1151.3333333333333,87473.0
Chad Davis,Chemistry,Science,20,Boston,Traveling,3495.5,122012.0
Mary Caldwell,Psychology,Health,25,Houston,Cooking,3539.0,123714.0
Charles Perry,Philosophy,Arts,19,San Francisco,Cooking,3199.0,32745.0
Debra Fields,Information Technology,Business,19,Boston,Music,2859.0,115758.0
Ryan Nguyen,Mathematics,Science,19,San Francisco,Traveling,1921.4,147218.0
Ryan Hines,Psychology,Law,21,Remote,Sports,1982.6,71398.75
Brittany Saunders,Biology,Health,25,Boston,Gaming,2003.0,78298.5
Samantha Lewis,Biology,Engineering,22,Remote,Music,3959.0,85198.25
Vincent Smith,Philosophy,Law,18,Remote,Gaming,4076.0,128381.0
Adam Anderson,Mathematics,Engineering,22,New York,Traveling,3995.0,131212.0
Erica Paul,Architecture,Arts,19,New York,Traveling,3914.0,130587.0
Shannon Banks,Information Technology,Science,24,Chicago,Cooking,3752.0,46429.0
Michael Jimenez,Law,Engineering,25,Los Angeles,Reading,2862.0,35800.0
Elizabeth Johnson,Philosophy,Health,23,Remote,Music,2305.0,57601.5
Lindsay Navarro,Nursing,Business,20,Chicago,Cooking,1748.0,79403.0
Ashley Schmidt,Nursing,Engineering,21,Houston,Sports,1994.0,99053.0
David Decker,Law,Business,24,New York,Reading,1613.5,87477.5
Megan Palmer,Physics,Business,19,Boston,Music,3950.0,95573.0
Charlene Watkins,Mathematics,Engineering,20,Los Angeles,Reading,3336.75,131243.0
Mark Morris,Mechanical Engineering,Law,22,San Francisco,Cooking,3720.5,143017.0
Melissa Martin,Mathematics,Arts,19,Chicago,Sports,4104.25,126014.0
Elizabeth Cannon,Nursing,Arts,22,Boston,Cooking,4488.0,109011.0
Brandon Harrison,Mechanical Engineering,Engineering,25,San Francisco,Sports,3481.0,92008.0
Rhonda Graves,Psychology,Business,21,San Francisco,Music,4392.0,58002.0
Peter Green,Computer Science,Health,22,Remote,Traveling,2632.0,66940.5
Robert Ford,Mechanical Engineering,Law,21,Chicago,Cooking,1116.0,65583.75
Monica Barron,Business Administration,Engineering,24,Houston,Reading,4357.333333333333,112069.33333333331
Donald Tucker,Law,Health,18,New York,Cooking,4265.666666666667,126422.66666666669
Tyler Stanley,Philosophy,Law,20,Chicago,Gaming,4304.5,117336.0
Vanessa Weber,Nursing,Business,25,Chicago,Reading,4435.0,90349.0
Angela Hart,Chemistry,Law,20,Los Angeles,Music,3933.0,134780.0
Karen Jones,Chemistry,Engineering,18,San Francisco,Sports,3765.6666666666665,140804.0
Donna Woods,Architecture,Health,18,Houston,Sports,3598.333333333333,148764.0
David Thomas,Mechanical Engineering,Business,23,Los Angeles,Traveling,3431.0,63063.0
Paul Brown,Mathematics,Law,20,Los Angeles,Cooking,2250.6666666666665,99960.0
Ashley Williams,Psychology,Engineering,21,San Francisco,Reading,2825.333333333333,112577.5
John Simon,Mathematics,Arts,23,Chicago,Music,1370.0,59577.0
Jason Leblanc,Biology,Business,25,Los Angeles,Reading,1938.0,35188.0
Stephanie Summers,Psychology,Business,24,Los Angeles,Traveling,1845.0,84640.75
Robert Powell,Architecture,Arts,24,Los Angeles,Traveling,2745.0,101125.0
Jacqueline Green,Chemistry,Health,22,New York,Sports,3345.666666666667,55625.66666666666
Raymond Montgomery,Mathematics,Science,25,New York,Music,4785.0,49023.0
Dale Summers,Biology,Science,24,Boston,Gaming,1436.0,56146.0
Jordan Wiggins,Electrical Engineering,Business,23,Boston,Reading,3792.0,139256.0
Christopher Osborne,Architecture,Law,25,Boston,Sports,3037.5,132134.0
Miguel Wells,Information Technology,Engineering,22,Remote,Traveling,3038.0,106452.0
Rachel Chandler,Chemistry,Law,18,Chicago,Gaming,3690.6666666666665,60481.0
Heather Pratt,Psychology,Science,20,San Francisco,Sports,4017.0,51668.0
Andrew Valenzuela,Chemistry,Arts,23,Boston,Reading,3178.0,58929.0
Jennifer Vega,Architecture,Business,21,Houston,Traveling,2339.0,66190.0
Kaylee Cooper,Nursing,Law,25,Remote,Sports,2450.5,73451.0
Penny Hensley,Law,Science,19,New York,Cooking,2562.0,46921.0
Sarah Adams,Chemistry,Law,19,Remote,Traveling,2625.6666666666665,62423.0
Alyssa York,Psychology,Engineering,23,Los Angeles,Reading,2858.2,107240.0
Tim Brown,Biology,Health,21,Chicago,Cooking,3068.6,113657.0
Jessica Farrell,Mechanical Engineering,Health,23,New York,Reading,3355.0,86666.0
Stacy Keller,Information Technology,Health,25,New York,Traveling,2956.0,93563.0
Luke Kerr,Philosophy,Health,25,Boston,Music,2557.0,100460.0
Cynthia Rangel,Psychology,Arts,18,Remote,Music,3175.0,62728.0
Dalton Wilson,Mechanical Engineering,Health,19,Boston,Music,3015.25,79307.0
Brian Gomez,Computer Science,Health,25,New York,Music,2855.5,56144.5
Derek Leblanc,Architecture,Health,18,Boston,Gaming,2536.0,54671.75
Janet Henderson,Psychology,Health,21,Los Angeles,Cooking,2936.0,76361.5
Sarah Martin,Mechanical Engineering,Science,24,Boston,Cooking,4711.0,98051.25
Cynthia Smith,Mathematics,Engineering,19,Houston,Gaming,4485.0,118852.5
Randy Lewis,Nursing,Health,20,Los Angeles,Sports,4578.5,58627.0
Jennifer Mendoza,Biology,Arts,22,Remote,Gaming,3509.333333333333,119889.0
Kyle Jackson,Computer Science,Business,22,Remote,Traveling,2928.0,119329.8
Mary Miranda,Nursing,Science,23,Boston,Traveling,2591.0,118770.6
John Smith,Electrical Engineering,Health,18,Chicago,Cooking,2524.0,118211.4
Adam Chase,Information Technology,Health,19,Chicago,Music,4478.0,117652.2
Kristi Powell,Psychology,Science,19,Remote,Music,1582.0,88822.0
Jessica Sutton,Mechanical Engineering,Arts,19,Boston,Reading,2395.333333333333,74351.5
Kathleen Smith,Biology,Business,20,Remote,Traveling,3208.666666666667,59881.0
Kristy Leon,Biology,Science,23,Remote,Traveling,4022.0,45410.5
Cindy Tucker,Business Administration,Science,24,Houston,Gaming,3438.4,41903.0
Katherine Harris,Chemistry,Law,20,Remote,Gaming,3086.0,129117.0
Jason Martinez,Mathematics,Engineering,23,Chicago,Gaming,2866.0,139203.0
Thomas Carpenter,Computer Science,Business,21,Boston,Cooking,4926.0,149289.0
Robert Cordova,Psychology,Arts,18,Chicago,Cooking,3921.0,68191.0
Jennifer Smith,Philosophy,Science,22,New York,Gaming,4079.0,72206.5
James Davis,Electrical Engineering,Arts,25,Houston,Music,4711.0,108035.0
Aaron Williams,Mechanical Engineering,Science,24,San Francisco,Sports,1221.0,85792.5
Andrew Murphy,Business Administration,Engineering,22,San Francisco,Cooking,1328.0,133054.0
Sandra Curtis,Electrical Engineering,Engineering,21,San Francisco,Cooking,1435.0,133713.0
Bethany Morgan,Architecture,Law,19,Boston,Reading,1649.0,116198.5
Steven Smith,Electrical Engineering,Arts,24,Chicago,Cooking,1756.0,98025.0
Renee Salas,Computer Science,Health,19,Boston,Music,2186.0,90268.0
Laura Miller,Chemistry,Health,23,Houston,Gaming,3708.6666666666665,55511.0
Mark Hoover,Nursing,Engineering,21,Chicago,Reading,3612.0,97040.5
Timothy Phillips,Architecture,Engineering,25,Boston,Gaming,3089.5,138570.0
Mary Martinez,Mechanical Engineering,Law,22,Houston,Gaming,2567.0,62235.0
Kevin Morris Jr.,Nursing,Law,24,Chicago,Music,2332.0,53671.0
Rodney Garrison,Philosophy,Arts,23,Remote,Cooking,2451.0,45107.0
Brady Green,Nursing,Business,20,San Francisco,Music,2226.75,53631.66666666666
Gloria Stewart,Biology,Health,19,Remote,Sports,2059.5,57894.0
Matthew Ho,Mechanical Engineering,Engineering,20,Houston,Reading,1892.25,46368.0
Tamara Nelson,Philosophy,Science,23,Los Angeles,Traveling,1725.0,77566.0
Rachel Phillips,Mathematics,Engineering,22,Boston,Sports,2795.0,108764.0
Danielle Bell,Psychology,Engineering,22,Houston,Sports,4935.0,73296.33333333334
Zachary Pierce,Physics,Engineering,24,Boston,Gaming,4602.0,110120.66666666669
Amanda Pace,Law,Engineering,25,Houston,Reading,3627.0,146945.0
Jennifer Wolfe,Philosophy,Business,25,Remote,Sports,3288.5,113411.0
Evelyn Thompson,Psychology,Business,22,Remote,Reading,4900.0,72599.5
Emily Carey,Electrical Engineering,Law,21,Los Angeles,Gaming,4573.5,31788.0
Joseph Reid,Law,Engineering,24,Houston,Reading,3920.5,39497.0
Timothy Hart,Psychology,Arts,25,Chicago,Sports,3594.0,61435.0
Alicia Trujillo,Architecture,Engineering,18,Los Angeles,Reading,3381.0,78851.8
Zachary Smith,Law,Science,24,Remote,Gaming,1837.0,90463.0
Edward Carlson,Mathematics,Business,18,San Francisco,Traveling,2590.333333333333,83301.0
Crystal White,Law,Engineering,22,San Francisco,Gaming,3343.666666666667,95387.0
Jared Mccall,Chemistry,Arts,18,Boston,Gaming,4097.0,111181.33333333331
Jason Morris,Business Administration,Health,24,Chicago,Reading,2636.333333333333,141600.0
Calvin Morgan,Philosophy,Health,25,San Francisco,Gaming,2803.6666666666665,140430.0
Don Garcia,Computer Science,Law,24,Houston,Music,2971.0,139260.0
Alexandra Wells,Physics,Engineering,23,Los Angeles,Sports,4464.0,138090.0
Joshua Contreras,Electrical Engineering,Business,21,San Francisco,Traveling,3965.0,103902.0
Kathy Butler,Business Administration,Health,20,Remote,Traveling,3466.0,69714.0
Amy Goodwin,Philosophy,Engineering,22,Remote,Traveling,1117.0,114931.0
Patricia Baker,Mathematics,Arts,21,Chicago,Music,2834.0,30458.0
John Martin,Architecture,Science,24,Boston,Gaming,3142.5,65719.0
Kim Campbell,Architecture,Science,22,Boston,Sports,3451.0,79119.0
Lauren King,Architecture,Engineering,20,Remote,Music,3216.0,69325.0
Derrick Mcclain,Chemistry,Engineering,21,Chicago,Sports,2981.0,141973.0
Kelly Weaver,Information Technology,Health,19,Remote,Sports,2340.0,57168.0
Nathaniel Lee,Law,Engineering,25,San Francisco,Sports,3990.0,46933.0
James Hill,Chemistry,Law,21,Chicago,Gaming,3250.0,41586.0
Jacob Bailey,Computer Science,Arts,20,New York,Gaming,2510.0,147774.0
Brittany Blackwell,Mechanical Engineering,Health,18,Houston,Cooking,1770.0,109882.0
Eric Ramirez,Computer Science,Engineering,21,Los Angeles,Reading,2713.0,90616.0
Tonya Johnson,Business Administration,Law,25,Houston,Cooking,2045.0,71350.0
Chase Mcclain,Computer Science,Law,20,Chicago,Gaming,4333.0,52084.0
Stacy Cunningham,Computer Science,Health,21,Chicago,Sports,2745.0,63651.75
Cassandra Ewing,Electrical Engineering,Law,23,Remote,Gaming,2563.6,75219.5
Patricia Davis,Psychology,Arts,22,Houston,Traveling,2382.2,86787.25
Kevin Warren,Physics,Business,23,San Francisco,Gaming,2200.8,98355.0
Erin Newton,Business Administration,Law,21,Los Angeles,Traveling,2019.4,109654.33333333331
Nicholas Williams,Philosophy,Business,25,Los Angeles,Gaming,1574.5,132253.0
Philip Gilmore,Architecture,Business,19,New York,Gaming,1311.0,113155.0
Rebecca Fuller,Chemistry,Science,23,Houston,Reading,1962.25,119667.0
Elizabeth Li,Chemistry,Business,20,New York,Music,3264.75,115598.0
Dylan Cunningham,Mathematics,Science,23,Houston,Sports,3916.0,95341.0
Matthew Kramer,Electrical Engineering,Business,25,New York,Traveling,1570.2857142857142,119761.0
Tiffany Harris,Architecture,Law,22,Los Angeles,Cooking,1738.5714285714284,131971.0
Bruce Cooper,Mechanical Engineering,Health,20,New York,Traveling,1906.857142857143,32432.0
Michael Price,Nursing,Business,18,Chicago,Traveling,2075.142857142857,139569.0
Robert Juarez,Law,Business,24,Houston,Gaming,2243.428571428572,64279.0
Dr. Mia Woods,Information Technology,Engineering,24,Boston,Reading,2411.714285714286,66391.33333333333
Robert Davis,Mechanical Engineering,Arts,23,Remote,Traveling,4650.0,70616.0
Diana Newton,Psychology,Business,20,Remote,Music,1833.0,135114.0
Jennifer Chavez,Mechanical Engineering,Law,18,Boston,Cooking,2689.0,58854.0
Jordan Wu,Psychology,Law,22,Houston,Sports,2472.75,51043.0
Amy Vincent,Information Technology,Science,21,Houston,Traveling,1824.0,134108.5
Rebecca Kim,Law,Arts,23,New York,Gaming,1628.0,111390.5
William Ritter,Mathematics,Engineering,24,Remote,Traveling,1432.0,94366.0
Robert Henderson,Nursing,Business,19,New York,Sports,1334.0,102043.0
David Howard,Computer Science,Arts,24,Houston,Gaming,3506.6666666666665,110547.0
